PeakID (cmd=annotatePeaks.pl ../beds/community3.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
327	chr4	26065407	26065959	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-99397	NM_001374401	3516		NM_005349	ENSG00000168214	RBPJ	AOS3|CBF-1|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBP-J kappa|RBP-JK|RBPJK|RBPSUH|SUH|csl	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
91	chr12	80959039	80959581	+	0	NA	intron (NM_001145026, intron 22 of 41)	intron (NM_001145026, intron 22 of 41)	121295	NM_001145026	374462		NM_001145026	ENSG00000139304	PTPRQ	DFNA73|DFNB84|DFNB84A|PTPGMC1|R-PTP-Q	protein tyrosine phosphatase receptor type Q	protein-coding
311	chr9	128542185	128543088	+	0	NA	intron (NR_024122, intron 2 of 7)	SVA_A|Other|Other	32174	NM_001134778	5090		NM_006195	ENSG00000167081	PBX3	-	PBX homeobox 3	protein-coding
229	chr4	64066516	64067633	+	0	NA	Intergenic	Intergenic	-1039591	NR_110595	101927186		NR_110595		ADGRL3-AS1	LPHN3-AS1	ADGRL3 antisense RNA 1	ncRNA
295	chr8	61459976	61461540	+	0	NA	intron (NM_001242644, intron 1 of 6)	SVA_F|Other|Other	31212	NM_002865	5862		NM_002865	ENSG00000104388	RAB2A	LHX|RAB2	RAB2A, member RAS oncogene family	protein-coding
278	chr7	6710559	6711381	+	0	NA	Intergenic	SVA_D|Other|Other	34021	NM_001278559	100131017		NM_001278559	ENSG00000205903	ZNF316	MZF-3	zinc finger protein 316	protein-coding
6	chr7	132669625	132670538	+	0	NA	intron (NM_001317178, intron 3 of 4)	SVA_D|Other|Other	49594	NR_037427	100500804		NR_037427	ENSG00000284135	MIR3654	-	microRNA 3654	ncRNA
366	chr8	66934353	66935591	+	0	NA	intron (NR_146171, intron 1 of 6)	intron (NR_146171, intron 1 of 6)	1184	NM_033105	85479		NM_033105	ENSG00000147570	DNAJC5B	CSP-beta	DnaJ heat shock protein family (Hsp40) member C5 beta	protein-coding
271	chr6	93455866	93457843	+	0	NA	Intergenic	L1MEd|LINE|L1	670024	NM_001376470	2045		NM_004440	ENSG00000135333	EPHA7	EHK-3|EHK3|EK11|HEK11	EPH receptor A7	protein-coding
67	chr10	94434085	94435200	+	0	NA	Intergenic	SVA_F|Other|Other	-15070	NM_002729	3087		NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding
71	chr10	104888728	104889679	+	0	NA	intron (NM_001351188, intron 2 of 18)	SVA_F|Other|Other	24375	NM_001351192	22978		NM_012229	ENSG00000076685	NT5C2	GMP|NT5B|PNT5|SPG45|SPG65|cN-II	5'-nucleotidase, cytosolic II	protein-coding
194	chr21	23089230	23090762	+	0	NA	Intergenic	Intergenic	19643	NR_038872	378828		NR_038872	ENSG00000238265	LINC00317	C21orf117|NCRNA00317|PRED89	long intergenic non-protein coding RNA 317	ncRNA
280	chr7	10504997	10505629	+	0	NA	intron (NR_147499, intron 2 of 2)	SVA_F|Other|Other	-236990	NR_149037	100131472		NR_149037		LOC100131472	-	uncharacterized LOC100131472	ncRNA
73	chr11	400118	400697	+	0	NA	exon (NM_001303029, exon 8 of 14)	exon (NM_001303029, exon 8 of 14)	6198	NM_007183	11187		NM_007183	ENSG00000184363	PKP3	-	plakophilin 3	protein-coding
141	chr17	42257964	42258513	+	0	NA	intron (NR_049729, intron 3 of 3)	SVA_F|Other|Other	5847	NR_049729	339201		NM_178542	ENSG00000267080	ASB16-AS1	C17orf65	ASB16 antisense RNA 1	ncRNA
186	chr21	10510400	10511516	+	0	NA	Intergenic	MER58B|DNA|hAT-Charlie	479916	NM_199259	7179		NM_199259	ENSG00000274391	TPTE	CT44|PTEN2|TPTE1	transmembrane phosphatase with tensin homology	protein-coding
209	chr3	98555574	98557524	+	0	NA	intron (NM_080927, intron 3 of 15)	SVA_F|Other|Other	63990	NM_080927	131566		NM_080927	ENSG00000057019	DCBLD2	CLCP1|ESDN	discoidin, CUB and LCCL domain containing 2	protein-coding
148	chr18	72058030	72058667	+	0	NA	Intergenic	Intergenic	-18335	NR_131977	101927606		NR_131977	ENSG00000259779	LINC01922	-	long intergenic non-protein coding RNA 1922	ncRNA
75	chr11	25672149	25673449	+	0	NA	Intergenic	Intergenic	-537871	NM_001313726	63982		NM_031418	ENSG00000134343	ANO3	C11orf25|DYT23|DYT24|GENX-3947|TMEM16C	anoctamin 3	protein-coding
307	chr9	80375938	80377373	+	0	NA	intron (NM_002072, intron 5 of 6)	SVA_F|Other|Other	-113417	NM_004297	9630		NM_004297	ENSG00000156049	GNA14	HG1I	G protein subunit alpha 14	protein-coding
51	chr1	46706705	46707796	+	0	NA	Intergenic	SVA_F|Other|Other	-6110	NM_001370766	8438		NM_003579	ENSG00000085999	RAD54L	HR54|RAD54A|hHR54|hRAD54	RAD54 like	protein-coding
286	chr7	87895205	87896115	+	0	NA	Intergenic	SVA_D|Other|Other	-39352	NM_198901	6717		NM_003130	ENSG00000075142	SRI	CP-22|CP22|SCN|V19	sorcin	protein-coding
109	chr14	20680585	20681560	+	0	NA	Intergenic	SVA_D|Other|Other	-10797	NM_001004480	122748		NM_001004480	ENSG00000176219	OR11H6	-	olfactory receptor family 11 subfamily H member 6	protein-coding
302	chr9	38242196	38242953	+	0	NA	Intergenic	SVA_F|Other|Other	-150125	NM_000692	219		NM_000692	ENSG00000137124	ALDH1B1	ALDH5|ALDHX	aldehyde dehydrogenase 1 family member B1	protein-coding
53	chr1	109031557	109032516	+	0	NA	Intergenic	SVA_F|Other|Other	39071	NM_001143987	653149		NM_001143987	ENSG00000186086	NBPF6	-	NBPF member 6	protein-coding
248	chr5	116934750	116936123	+	0	NA	Intergenic	SVA_D|Other|Other	-130620	NR_104997	102467224		NR_104997		LINC02147	-	long intergenic non-protein coding RNA 2147	ncRNA
323	chr12	66610884	66611645	+	0	NA	intron (NM_007199, intron 6 of 11)	intron (NM_007199, intron 6 of 11)	28270	NM_001142523	11213		NM_007199	ENSG00000090376	IRAK3	ASRT5|IRAKM	interleukin 1 receptor associated kinase 3	protein-coding
294	chr8	52446723	52447734	+	0	NA	intron (NM_144651, intron 4 of 22)	SVA_F|Other|Other	274777	NM_144651	137902		NM_144651	ENSG00000147485	PXDNL	PMR1|PRM1|VPO2	peroxidasin like	protein-coding
64	chr1	238501341	238501983	+	0	NA	Intergenic	L1MD3|LINE|L1	147655	NR_015407	339535		NR_015407	ENSG00000215808	LINC01139	LINK-A|LINKA	long intergenic non-protein coding RNA 1139	ncRNA
55	chr1	117972032	117972769	+	0	NA	intron (NM_006699, intron 5 of 12)	SVA_F|Other|Other	62329	NM_006699	10905		NM_006699	ENSG00000198162	MAN1A2	MAN1B	mannosidase alpha class 1A member 2	protein-coding
180	chr21	10391173	10392616	+	0	NA	Intergenic	Intergenic	-423300	NR_038329	100132288		NM_174948	ENSG00000291050	TEKT4P2	MAFIPL|TEKT4P	tektin 4 pseudogene 2	pseudo
241	chr5	68810913	68811709	+	0	NA	intron (NM_001205254, intron 4 of 8)	SVA_D|Other|Other	11307	NM_001205255	100506658		NM_002538	ENSG00000197822	OCLN	BLCPMG|PPP1R115|PTORCH1	occludin	protein-coding
39	chr18	72030301	72031341	+	0	NA	Intergenic	L1MEd|LINE|L1	-45862	NR_131977	101927606		NR_131977	ENSG00000259779	LINC01922	-	long intergenic non-protein coding RNA 1922	ncRNA
